instrument,alpha,key,text,label
CAT-PD,"0.83,0.84",1,Don't consider myself religious.,Irrational Beliefs
CAT-PD,"0.84,0.84",1,Don't consider myself religious.,Health Anxiety
CAT-PD,"0.84,0.83",1,Don't enjoy being in the spotlight.,Relationship Insecurity
CAT-PD,"0.84,0.89",-1,Don't enjoy doing quiet leisure activities.,Anhedonia
CAT-PD,"0.88,0.85",-1,Don't fall for sob stories.,Manipulativeness
CAT-PD,"0.86,0.82",1,Don't fall for sob stories.,Peculiarity
CAT-PD,"0.77,0.80",1,Don't finish the things that I start.,Rigidity
CAT-PD,"0.81,0.85",1,Don't finish the things that I start.,Submissiveness
CAT-PD,"0.82,0.88",1,Don't finish what I start.,Cognitive Problems
CAT-PD,"0.83,0.88",1,Don't get excited about things.,Non-Perseverance
CAT-PD,"0.83,0.85",1,Don't get excited about things.,Anxiety
CAT-PD,"0.82,0.86",1,Don't get sidetracked when I work.,Emotional Detachment
CAT-PD,"0.82,0.87",1,Don't have a soft side.,Hostile Aggression
CAT-PD,"0.83,0.85",1,Don't have a soft side.,Anxiety
CAT-PD,"0.85,0.83",1,Don't have much energy.,Callousness
CAT-PD,"0.77,0.80",1,Don't hesitate to express an unpopular opinion.,Rigidity
CAT-PD,"0.83,0.84",1,Don't know how to handle myself in a new social situation.,Dominance
CAT-PD,"0.83,0.85",1,Don't know much about history.,Anxiety
CAT-PD,"0.85,0.83",1,Don't know why I do some of the things I do.,Callousness
CAT-PD,"0.82,0.85",1,Don't know why I do some of the things I do.,Irresponsibility
CAT-PD,"0.84,0.89",1,Don't know why I do some of the things I do.,Anhedonia
CAT-PD,"0.85,0.83",1,Don't know why I do some of the things I do.,Callousness
CAT-PD,"0.82,0.86",1,Don't know why I do some of the things I do.,Emotional Detachment
CAT-PD,"0.81,0.85",1,Don't know why I do some of the things I do.,Perfectionism
CAT-PD,"0.86,0.82",1,Don't know why I do some of the things I do.,Peculiarity
CAT-PD,"0.77,0.80",1,Don't let little things anger me.,Rigidity
CAT-PD,"0.82,0.87",1,Don't let others discourage me.,Hostile Aggression
CAT-PD,"0.82,0.86",-1,Don't let others take credit for my work.,Emotional Detachment
CAT-PD,"0.84,0.83",1,Don't like action movies.,Relationship Insecurity
CAT-PD,"0.83,0.88",-1,Don't like action movies.,Mistrust
CAT-PD,"0.84,0.84",1,Don't like action movies.,Health Anxiety
CAT-PD,"0.83,0.88",1,Don't like being away from civilization.,Non-Perseverance
CAT-PD,"0.82,0.87",1,Don't like crowded events.,Hostile Aggression
CAT-PD,"0.88,0.88",1,Don't like crowded events.,Depression
CAT-PD,"0.84,0.83",-1,Don't like the idea of change.,Relationship Insecurity
CAT-PD,"0.82,0.83",1,Don't like the idea of change.,Fantasy Proneness
CAT-PD,"0.84,0.83",1,Don't like the idea of change.,Relationship Insecurity
CAT-PD,"0.82,0.85",1,Don't like the idea of change.,Irresponsibility
CAT-PD,"0.83,0.84",1,Don't like to draw attention to myself.,Irrational Beliefs
CAT-PD,"0.77,0.80",1,Don't like to draw attention to myself.,Rigidity
CAT-PD,"0.85,0.81",1,Don't like to draw attention to myself.,Grandiosity
CAT-PD,"0.85,0.81",1,Don't like to draw attention to myself.,Grandiosity
CAT-PD,"0.77,0.80",1,Don't like to draw attention to myself.,Rigidity
CAT-PD,"0.83,0.88",-1,Don't like to draw attention to myself.,Mistrust
CAT-PD,"0.83,0.88",1,Don't like to draw attention to myself.,Mistrust
CAT-PD,"0.83,0.84",1,Don't like to draw attention to myself.,Dominance
CAT-PD,"0.83,0.84",1,Don't like to get dressed up.,Irrational Beliefs
CAT-PD,"0.83,0.84",1,Don't like to get dressed up.,Irrational Beliefs
CAT-PD,"0.83,0.86",-1,Don't like to get involved in other people's problems.,Affective Lability
CAT-PD,"0.83,0.84",1,Don't like to get involved in other people's problems.,Irrational Beliefs
CAT-PD,"0.85,0.83",1,Don't like to learn new things.,Callousness
CAT-PD,"0.82,0.85",1,Don't like to ponder over things.,Irresponsibility
CAT-PD,"0.85,0.83",-1,Don't like to travel.,Callousness
CAT-PD,"0.88,0.85",1,Don't lose my head.,Manipulativeness
CAT-PD,"0.83,0.89",1,Don't make a big deal about gifts that I receive.,Romantic Disinterest
CAT-PD,"0.88,0.85",1,Don't mind being the center of attention.,Manipulativeness
CAT-PD,"0.85,0.81",1,Don't mind being the center of attention.,Grandiosity
CAT-PD,"0.88,0.88",1,Don't mind being the center of attention.,Depression
CAT-PD,"0.85,0.83",1,Don't mind being the center of attention.,Callousness
CAT-PD,"0.83,0.87",1,Don't mind being the center of attention.,Social Withdrawal
CAT-PD,"0.77,0.80",1,Don't mind being the center of attention.,Rigidity
CAT-PD,"0.82,0.84",1,Don't mind being the center of attention.,Non-Planfulness
CAT-PD,"0.81,0.85",1,Don't mind being the center of attention.,Perfectionism
CAT-PD,"0.82,0.83",-1,Don't mind eating alone.,Exhibitionism
CAT-PD,"0.83,0.85",-1,Don't mind eating alone.,Anger
CAT-PD,"0.85,0.81",1,Don't miss group meetings or team practices.,Grandiosity
CAT-PD,"0.83,0.89",1,Don't pay attention.,Romantic Disinterest
CAT-PD,"0.82,0.88",1,Don't pay attention.,Cognitive Problems
CAT-PD,"0.82,0.87",1,Don't pay attention.,Hostile Aggression
CAT-PD,"0.82,0.83",1,Don't pay enough attention when others are speaking to me.,Exhibitionism
CAT-PD,"0.83,0.87",-1,Don't pretend to be more than I am.,Social Withdrawal
CAT-PD,"0.83,0.89",-1,Don't pride myself on being original.,Romantic Disinterest
CAT-PD,"0.81,0.85",1,Don't put a lot of thought into things.,Perfectionism
CAT-PD,"0.84,0.82",1,Don't put a lot of thought into things.,Unusual Experiences
CAT-PD,"0.83,0.87",-1,Don't put my mind on the task at hand.,Social Withdrawal
CAT-PD,"0.82,0.83",1,Don't put my mind on the task at hand.,Fantasy Proneness
CAT-PD,"0.83,0.88",1,Don't quit a task before it is finished.,Mistrust
CAT-PD,"0.83,0.85",1,Don't read nonfiction books for fun.,Anxiety
CAT-PD,"0.87,0.86",1,Don't see the consequences of things.,Self-harm
CAT-PD,"0.83,0.85",1,Don't see things through.,Anxiety
CAT-PD,"0.84,0.89",1,Don't see things through.,Anhedonia
CAT-PD,"0.85,0.81",1,Don't see things through.,Grandiosity
CAT-PD,"0.83,0.88",1,Don't speak my mind freely when there might be negative results.,Mistrust
CAT-PD,"0.83,0.87",1,Don't strive for elegance in my appearance.,Social Withdrawal
CAT-PD,"0.77,0.80",1,Don't talk a lot,Rigidity
CAT-PD,"0.77,0.80",1,Don't talk a lot.,Rigidity
CAT-PD,"0.84,0.89",1,Don't talk a lot.,Anhedonia
CAT-PD,"0.83,0.88",-1,Don't talk a lot.,Non-Perseverance
CAT-PD,"0.82,0.85",-1,Don't talk a lot.,Irresponsibility
CAT-PD,"0.82,0.88",-1,Don't talk a lot.,Cognitive Problems
CAT-PD,"0.82,0.88",1,Don't talk a lot.,Cognitive Problems
CAT-PD,"0.87,0.86",1,Don't talk badly to outsiders about my own group.,Self-harm
CAT-PD,"0.88,0.88",1,Don't tend to think things through critically.,Depression
CAT-PD,"0.84,0.83",-1,Don't think about different possibilities when making decisions.,Relationship Insecurity
CAT-PD,"0.84,0.84",1,Don't think about more possibilities than the one I like first.,Risk-taking/Sensation-Seeking/Thrill-Seeking
CAT-PD,"0.82,0.87",1,Don't think I should have to wait in lines like others.,Hostile Aggression
CAT-PD,"0.83,0.84",1,Don't think it's important to socialize with others.,Norm Violation
CAT-PD,"0.83,0.85",1,Don't think laws apply to me.,Anger
CAT-PD,"0.84,0.83",1,Don't think laws apply to me.,Relationship Insecurity
CAT-PD,"0.83,0.84",1,Don't think much about sex.,Norm Violation
CAT-PD,"0.82,0.88",-1,Don't think that I'm better than other people.,Cognitive Problems
CAT-PD,"0.84,0.89",-1,Don't tolerate critics.,Anhedonia
CAT-PD,"0.81,0.80",1,Don't try to figure myself out.,Rudeness
CAT-PD,"0.83,0.84",1,Don't try to get even.,Norm Violation
CAT-PD,"0.81,0.80",1,Don't understand people who get emotional.,Rudeness
CAT-PD,"0.83,0.84",1,Don't understand people who get emotional.,Dominance
CAT-PD,"0.83,0.85",1,Don't understand people who get emotional.,Anger
CAT-PD,"0.83,0.84",1,Don't understand people who get emotional.,Norm Violation
CAT-PD,"0.77,0.80",1,Don't understand things.,Rigidity
CAT-PD,"0.86,0.82",1,Don't understand things.,Peculiarity
CAT-PD,"0.82,0.86",1,Don't understand things.,Emotional Detachment
CAT-PD,"0.83,0.88",1,Don't worry about things that have already happened.,Non-Perseverance
CAT-PD,"0.82,0.86",1,Don't worry about things that have already happened.,Emotional Detachment
CAT-PD,"0.83,0.84",1,Don't worry about things that have already happened.,Norm Violation
CAT-PD,"0.88,0.85",1,Don't worry about things that have already happened.,Manipulativeness
CAT-PD,"0.77,0.80",1,Doubt the value of religion.,Rigidity
CAT-PD,"0.83,0.86",1,Downloaded music from the Internet.,Affective Lability
CAT-PD,"0.84,0.82",1,Drank beer or wine.,Unusual Experiences
CAT-PD,"0.84,0.82",1,Drank in a bar or night club.,Unusual Experiences
CAT-PD,"0.83,0.89",1,"Drank whiskey, vodka, gin, or other hard liquor.",Romantic Disinterest
CAT-PD,"0.84,0.84",1,Dread getting up in the morning.,Health Anxiety
CAT-PD,"0.83,0.85",1,Drove or rode somewhere without remembering later what happened during all or part of the trip.,Workaholism
CAT-PD,"0.83,0.84",1,Dwell on the past.,Irrational Beliefs
CAT-PD,"0.87,0.86",1,Easily lose my train of thought.,Self-harm
CAT-PD,"0.84,0.89",1,Easily resist temptations.,Anhedonia
CAT-PD,"0.83,0.86",1,Easily resist temptations.,Affective Lability
CAT-PD,"0.87,0.86",1,Easily resist temptations.,Self-harm
CAT-PD,"0.87,0.86",1,Easily resist temptations.,Self-harm
CAT-PD,"0.84,0.82",1,Easily resist temptations.,Unusual Experiences
CAT-PD,"0.82,0.87",1,Easily resist temptations.,Hostile Aggression
CAT-PD,"0.81,0.80",1,Edit a newspaper,Rudeness
CAT-PD,"0.84,0.82",1,Engage in discussions.,Unusual Experiences
CAT-PD,"0.87,0.86",1,Engage in exciting adventures,Self-harm
CAT-PD,"0.87,0.86",1,Enjoy a good brawl.,Self-harm
CAT-PD,"0.83,0.84",1,Enjoy being on the go.,Dominance
CAT-PD,"0.81,0.80",1,Enjoy being part of a group.,Rudeness
CAT-PD,"0.82,0.84",1,Enjoy being part of a group.,Non-Planfulness
CAT-PD,"0.82,0.85",-1,Enjoy being part of a group.,Irresponsibility
CAT-PD,"0.83,0.87",1,Enjoy being part of a group.,Social Withdrawal
CAT-PD,"0.83,0.86",-1,Enjoy being part of a group.,Affective Lability
CAT-PD,"0.81,0.85",1,Enjoy being part of a loud crowd.,Submissiveness
CAT-PD,"0.81,0.85",1,Enjoy being part of a loud crowd.,Submissiveness
CAT-PD,"0.81,0.85",1,Enjoy being part of a loud crowd.,Submissiveness
CAT-PD,"0.83,0.84",1,Enjoy being reckless.,Dominance
CAT-PD,"0.84,0.84",1,Enjoy being reckless.,Risk-taking/Sensation-Seeking/Thrill-Seeking
CAT-PD,"0.82,0.83",1,Enjoy being reckless.,Exhibitionism
CAT-PD,"0.82,0.87",1,Enjoy being reckless.,Hostile Aggression
CAT-PD,"0.88,0.85",1,Enjoy being reckless.,Manipulativeness
CAT-PD,"0.88,0.88",-1,Enjoy being reckless.,Depression
CAT-PD,"0.83,0.86",1,Enjoy being reckless.,Affective Lability
CAT-PD,"0.84,0.84",1,Enjoy being reckless.,Risk-taking/Sensation-Seeking/Thrill-Seeking
CAT-PD,"0.83,0.89",-1,Enjoy being reckless.,Romantic Disinterest
CAT-PD,"0.82,0.83",1,Enjoy being thought of as a normal mainstream person.,Exhibitionism
CAT-PD,"0.82,0.84",-1,Enjoy bringing people together.,Non-Planfulness
CAT-PD,"0.83,0.84",1,Enjoy bringing people together.,Dominance
CAT-PD,"0.81,0.85",1,Enjoy bringing people together.,Submissiveness
CAT-PD,"0.82,0.85",1,Enjoy cartoons.,Irresponsibility
CAT-PD,"0.84,0.84",1,Enjoy contemplation.,Health Anxiety
CAT-PD,"0.82,0.88",1,Enjoy contemplation.,Cognitive Problems
CAT-PD,"0.83,0.85",1,Enjoy crude jokes.,Anger
CAT-PD,"0.82,0.88",1,Enjoy crude jokes.,Cognitive Problems
CAT-PD,"0.82,0.88",1,Enjoy crude jokes.,Cognitive Problems
CAT-PD,"0.83,0.86",1,Enjoy discussing movies and books with others.,Affective Lability
CAT-PD,"0.83,0.85",1,Enjoy discussing movies and books with others.,Anxiety
CAT-PD,"0.84,0.84",-1,Enjoy discussing movies and books with others.,Risk-taking/Sensation-Seeking/Thrill-Seeking
CAT-PD,"0.81,0.85",1,Enjoy discussing movies and books with others.,Submissiveness
CAT-PD,"0.82,0.84",1,Enjoy examining myself and my life.,Non-Planfulness
CAT-PD,"0.83,0.88",1,Enjoy examining myself and my life.,Non-Perseverance
CAT-PD,"0.83,0.88",1,Enjoy examining myself and my life.,Non-Perseverance
CAT-PD,"0.83,0.87",1,Enjoy examining myself and my life.,Social Withdrawal
CAT-PD,"0.88,0.88",-1,Enjoy examining myself and my life.,Depression
CAT-PD,"0.83,0.84",-1,"Enjoy feeling ""close to the earth.""",Norm Violation
CAT-PD,"0.81,0.80",1,Enjoy flirting with complete strangers.,Rudeness
CAT-PD,"0.81,0.80",1,Enjoy games of strategy.,Rudeness
CAT-PD,"0.83,0.89",1,Enjoy games of strategy.,Romantic Disinterest
CAT-PD,"0.84,0.82",1,Enjoy games of strategy.,Unusual Experiences
CAT-PD,"0.81,0.85",1,Enjoy going to social gatherings.,Perfectionism
CAT-PD,"0.81,0.80",1,Enjoy hearing new ideas.,Rudeness
CAT-PD,"0.85,0.81",1,Enjoy hearing new ideas.,Grandiosity
CAT-PD,"0.82,0.83",1,Enjoy hearing new ideas.,Fantasy Proneness
CAT-PD,"0.82,0.83",1,Enjoy hearing new ideas.,Fantasy Proneness
CAT-PD,"0.82,0.83",1,Enjoy intellectual games.,Fantasy Proneness
CAT-PD,"0.82,0.83",1,Enjoy my privacy.,Fantasy Proneness
CAT-PD,"0.84,0.82",1,Enjoy my privacy.,Unusual Experiences
CAT-PD,"0.81,0.85",1,Enjoy my work.,Perfectionism
CAT-PD,"0.83,0.88",1,Enjoy my work.,Mistrust
CAT-PD,"0.88,0.85",1,Enjoy sexual experiences intensely.,Manipulativeness
CAT-PD,"0.88,0.88",1,Enjoy silence.,Depression
CAT-PD,"0.82,0.86",1,Enjoy silence.,Emotional Detachment
CAT-PD,"0.84,0.84",-1,Enjoy spending time by myself.,Health Anxiety
CAT-PD,"0.85,0.81",1,Enjoy spending time by myself.,Grandiosity
CAT-PD,"0.83,0.84",1,Enjoy spending time by myself.,Irrational Beliefs
CAT-PD,"0.82,0.83",1,Enjoy teamwork.,Exhibitionism
CAT-PD,"0.84,0.83",1,Enjoy the beauty of nature.,Relationship Insecurity
CAT-PD,"0.82,0.87",1,Enjoy the beauty of nature.,Hostile Aggression
CAT-PD,"0.83,0.85",1,Enjoy the beauty of nature.,Workaholism
CAT-PD,"0.83,0.85",1,Enjoy thinking about things.,Workaholism
CAT-PD,"0.83,0.85",1,Enjoy thinking about things.,Workaholism
CAT-PD,"0.84,0.84",1,Enjoy thinking about things.,Health Anxiety
CAT-PD,"0.84,0.84",1,Enjoy thought-provoking movies.,Health Anxiety
CAT-PD,"0.86,0.82",-1,Enjoy wild flights of fantasy.,Peculiarity
CAT-PD,"0.84,0.84",1,Enjoy wild flights of fantasy.,Risk-taking/Sensation-Seeking/Thrill-Seeking
Chapman1986,0.77,1,Enjoy wild flights of fantasy.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Enjoy wild flights of fantasy.,Hypomanic Mood Intensity
Chapman1986,0.81,1,Enjoy wild flights of fantasy.,Hypomanic Exhibitionism
Chapman1986,0.77,1,Enjoyed life.,Hypomanic Mood Intensity
Chapman1986,0.81,1,Enrolled in a course of study.,Hypomanic Exhibitionism
Chapman1986,0.77,-1,Entertained six or more people.,Hypomanic Mood Intensity
Chapman1986,0.81,1,Establish time schedules,Hypomanic Exhibitionism
Chapman1986,0.77,-1,Examine my motives constantly.,Hypomanic Mood Intensity
Chapman1986,0.81,1,Excel in nothing at all.,Hypomanic Exhibitionism
Chapman1986,0.77,1,Excel in nothing at all.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Excel in what I do.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Excel in what I do.,Hypomanic Mood Intensity
Chapman1986,0.77,1,Excel in what I do.,Hypomanic Mood Intensity
Chapman1986,0.81,1,Exercised for 40 minutes or longer.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Expect dedicated work from others.,Hypomanic Exhibitionism
Chapman1986,0.81,-1,Expect nothing less than perfection.,Hypomanic Exhibitionism
Chapman1986,0.81,-1,Expect the worst.,Hypomanic Exhibitionism
Chapman1986,0.77,1,Expect things to fail.,Hypomanic Mood Intensity
Chapman1986,0.81,1,Experience deep emotions when I see beautiful things.,Hypomanic Exhibitionism
Chapman1986,0.77,-1,Experience my emotions intensely.,Hypomanic Mood Intensity
Chapman1986,0.77,-1,Experience my emotions intensely.,Hypomanic Mood Intensity
Chapman1986,0.81,-1,Experience my emotions intensely.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Experience my emotions intensely.,Hypomanic Exhibitionism
Chapman1986,0.81,1,Experience my emotions intensely.,Hypomanic Exhibitionism
CPI,0.69,1,Experience very few emotional highs and lows.,Tolerance
CPI,0.66,1,Experience very few emotional highs and lows.,Responsibility
CPI,0.87,1,Experience very few emotional highs and lows.,Sociability
CPI,0.66,-1,Explain scientific concepts to others,Calmness
CPI,0.71,-1,Express childlike joy.,Self-control/Self-regulation
CPI,0.73,-1,Express childlike joy.,Dutifulness
CPI,0.66,1,Express childlike joy.,Responsibility
CPI,0.82,-1,Express childlike joy.,Forcefulness
CPI,0.82,-1,Express my affection physically.,Forcefulness
CPI,0.77,1,Express my happiness in a childlike manner.,Happiness
CPI,0.82,-1,Express my thanks to those who care about me.,Forcefulness
CPI,0.77,-1,Express myself easily.,Good Nature
CPI,0.74,-1,Express myself easily.,Competence
CPI,0.82,-1,Express myself easily.,Forcefulness
CPI,0.74,-1,Face danger confidently.,Competence
CPI,0.64,-1,Face danger confidently.,Politeness
CPI,0.75,1,Face physical danger,Self-discipline
CPI,0.84,-1,Face problems directly.,Security
CPI,0.74,1,Fail to notice beauty until others comment on it.,Competence
CPI,0.75,-1,Fear for the worst.,Temperance
CPI,0.7,-1,Fear for the worst.,Stability
CPI,0.69,1,Fear for the worst.,Depth
CPI,0.8,1,Fed a pet animal.,Disorderliness
CPI,0.8,1,Feel a profound sense of appreciation every day.,Disorderliness
CPI,0.71,1,Feel at ease with people.,Self-control/Self-regulation
CPI,0.69,-1,Feel at ease with people.,Depth
CPI,0.83,1,Feel at ease with people.,Amiability
CPI,0.8,1,Feel at times that I have left my body and am somehow outside my physical self.,Hope/Optimism
CPI,0.66,1,Feel attacked by others.,Calmness
CPI,0.82,1,Feel attacked by others.,Forcefulness
CPI,0.73,-1,Feel attacked by others.,Complexity
CPI,0.85,-1,Feel comfortable around people,Intellect
CPI,0.77,-1,Feel comfortable around people.,Happiness
CPI,0.77,-1,Feel comfortable around people.,Happiness
CPI,0.83,-1,Feel comfortable around people.,Amiability
